title,author,publisher,publishing_date,pages,price,language,ISBN_13,complete_link,comments
Statistics and Data Analysis for Nursing Research,Denise Polit,"Pearson, 2nd edition",2009-08-05,456.0,125.6,English,NaN,https://www.amazon.com/Statistics-Data-Analysis-Nursing-Research/dp/0135085071/ref=sr_1_73?keywords=data+analysis&qid=1671164651&sr=8-73,NaN
Behavioral Data Analysis with R and Python: Customer-Driven Data for Real Business Results,Florent Buisson,"O'Reilly Media, 1st edition",2021-07-06,360.0,37.74,English,978-1492061373,https://www.amazon.com/Behavioral-Data-Analysis-Python-Customer-Driven/dp/1492061379/ref=sr_1_72?keywords=data+analysis&qid=1671164651&sr=8-72,NaN
The Statistical Analysis of Functional MRI Data (Statistics for Biology and Health),NaN,"Springer, 2008th edition",2008-06-10,313.0,100.33,English,NaN,https://www.amazon.com/Statistical-Analysis-Functional-Statistics-Biology-ebook/dp/B001WAJXXM/ref=sr_1_71?keywords=data+analysis&qid=1671164651&sr=8-71,NaN
"Hands-On Data Analysis with Pandas: A Python data science handbook for data collection, wrangling, analysis, and visualization, 2nd Edition",Stefanie Molin and Ken Jee,"Packt Publishing, 2nd ed. edition",2021-04-29,788.0,35.67,English,978-1800563452,https://www.amazon.com/Hands-Data-Analysis-Pandas-visualization/dp/1800563450/ref=sr_1_70?keywords=data+analysis&qid=1671164651&sr=8-70,NaN
"Data Analytics, Data Visualization & Communicating Data: 3 books in 1: Learn the Processes of Data Analytics and Data Science, Create Engaging Data Visualizations, ... Present Data Effectively (All Things Data)",NaN,NaN,NaN,530.0,NaN,English,NaN,https://www.amazon.com/Data-Analytics-Visualization-Communicating-Visualizations-ebook/dp/B0BM1WP239/ref=sr_1_62?keywords=data+analysis&qid=1671164651&sr=8-62,NaN
Data Visualization with Excel Dashboards and Reports,Dick Kusleika,"Wiley, 1st edition",2021-01-29,352.0,22.99,English,978-1119698722,https://www.amazon.com/Data-Visualization-Excel-Dashboards-Reports/dp/1119698723/ref=sr_1_69?keywords=data+analysis&qid=1671164651&sr=8-69,NaN
Practical Statistics for Data Scientists: 50+ Essential Concepts using R and Python,"Peter Bruce, Andrew Bruce, et al.","O'Reilly Media, 2nd edition",2020-06-02,368.0,31.9,English,978-1492072942,https://www.amazon.com/Practical-Statistics-Data-Scientists-Essential/dp/149207294X/ref=sr_1_63?keywords=data+analysis&qid=1671164651&sr=8-63,NaN
"Data Analysis: A Model Comparison Approach To Regression, ANOVA, and Beyond, Third Edition","Charles M. Judd, Gary H. McClelland, et al.","Routledge, 3rd edition",2017-05-08,366.0,68.62,English,NaN,https://www.amazon.com/Data-Analysis-Comparison-Approach-Regression/dp/1138819832/ref=sr_1_64?keywords=data+analysis&qid=1671164651&sr=8-64,NaN
Applied Survival Analysis: Regression Modeling of Time-to-Event Data,"Stanley Lemeshow, Susanne May, et al.","Wiley-Interscience, 2nd edition",2008-03-07,416.0,112.03,English,NaN,https://www.amazon.com/Applied-Survival-Analysis-Time-Event/dp/0471754994/ref=sr_1_61?keywords=data+analysis&qid=1671164651&sr=8-61,NaN
Microsoft Excel: Advanced Microsoft Excel Data Analysis for Business,"John Slavio, Dave Wright, et al.",NaN,NaN,NaN,NaN,NaN,NaN,https://www.amazon.com/Microsoft-Excel-Advanced-Analysis-Business/dp/B07RDMGJX3/ref=sr_1_60?keywords=data+analysis&qid=1671164651&sr=8-60,NaN
PYTHON FOR DATA ANALYSIS: Master the Basics of Data Analysis in Python using Numpy & Pandas: Answers all your Questions Step-by-Step (Programming for Beginners: A Friendly Q & A Guide Book 3),NaN,NaN,NaN,62.0,NaN,English,NaN,https://www.amazon.com/PYTHON-DATA-ANALYSIS-Step-Step-ebook/dp/B07P689SZ3/ref=sr_1_59?keywords=data+analysis&qid=1671164651&sr=8-59,NaN
Computational Topology for Data Analysis,Tamal Krishna Dey and Yusu Wang,"Cambridge University Press, New edition",2022-05-19,452.0,67.1,English,NaN,https://www.amazon.com/Computational-Topology-Analysis-Tamal-Krishna/dp/1009098160/ref=sr_1_58?keywords=data+analysis&qid=1671164651&sr=8-58,NaN
Equity Valuation and Analysis: 5th Edition,Russell Lundholm and Richard Sloan,Independently published,2019-07-11,248.0,60.0,English,978-1079983357,https://www.amazon.com/Equity-Valuation-Analysis-Russell-Lundholm/dp/107998335X/ref=sr_1_57?keywords=data+analysis&qid=1671164651&sr=8-57,NaN
Julia for Data Analysis,Bogumil Kaminski,Manning,2023-01-10,472.0,59.99,English,978-1633439368,https://www.amazon.com/Julia-Data-Analysis-Bogumil-Kaminski/dp/1633439364/ref=sr_1_55?keywords=data+analysis&qid=1671164651&sr=8-55,NaN
Python for Excel: A Modern Environment for Automation and Data Analysis,Felix Zumstein,"O'Reilly Media, 1st edition",2021-04-13,335.0,32.99,English,978-1492081005,https://www.amazon.com/Python-Excel-Environment-Automation-Analysis/dp/1492081000/ref=sr_1_56?keywords=data+analysis&qid=1671164651&sr=8-56,NaN
Microsoft® Excel Data Analysis and Business Modeling,Wayne L. Winston,"Microsoft Press, PAP/CDR edition",2004-02-25,624.0,23.25,English,978-0735619012,https://www.amazon.com/Microsoft%C2%AE-Analysis-Business-Modeling-Skills/dp/0735619018/ref=sr_1_54?keywords=data+analysis&qid=1671164651&sr=8-54,NaN
Statistics & Statistical Analysis Illustrated: Foundations You Should Know,NaN,NaN,NaN,120.0,3.99,English,NaN,https://www.amazon.com/Statistics-Statistical-Analysis-Illustrated-Foundations-ebook/dp/B09QD64XSW/ref=sr_1_58?keywords=data+analysis&qid=1671164651&sr=8-58,NaN
"High-Dimensional Data Analysis with Low-Dimensional Models: Principles, Computation, and Applications",John Wright and Yi Ma,"Cambridge University Press, New edition",2022-04-07,650.0,79.99,English,978-1108489737,https://www.amazon.com/High-Dimensional-Data-Analysis-Low-Dimensional-Models/dp/1108489737/ref=sr_1_53?keywords=data+analysis&qid=1671164651&sr=8-53,NaN
From Social Science to Data Science: Key Data Collection and Analysis Skills in Python,Bernie Hogan,"SAGE Publications Ltd, 1st edition",2022-11-23,400.0,48.0,English,NaN,https://www.amazon.com/Social-Science-Data-Collection-Analysis-ebook/dp/B0BN28LPHK/ref=sr_1_56?keywords=data+analysis&qid=1671164651&sr=8-56,NaN
Data Structures & Algorithms in Python (Developer's Library),"John Canning, Alan Broder, et al.","Addison-Wesley Professional, 1st edition",2022-10-14,928.0,69.99,English,978-0134855684,https://www.amazon.com/Structures-Algorithms-Python-Robert-Lafore/dp/013485568X/ref=sr_1_55?keywords=data+analysis&qid=1671164651&sr=8-55,NaN
"Python Data Analysis: Comprehensive Guide to Data Science, Analytics and Metrics with Python (Data Science and Analysis Book 1)",NaN,NaN,NaN,82.0,NaN,English,NaN,https://www.amazon.com/Python-Data-Analysis-Comprehensive-Analytics-ebook/dp/B08KF5LXFD/ref=sr_1_54?keywords=data+analysis&qid=1671164651&sr=8-54,NaN
Mathematical Statistics and Data Analysis,Rice,"Cengage Learning, 3rd edition",2013-11-21,684.0,25.85,English,NaN,https://www.amazon.com/Mathematical-Statistics-Data-Analysis-Rice/dp/8131519546/ref=sr_1_52?keywords=data+analysis&qid=1671164651&sr=8-52,NaN
Hypothesis Testing: An Intuitive Guide for Making Data Driven Decisions,Jim Frost,Statistics By Jim Publishing,2020-09-14,381.0,23.74,English,978-1735431154,https://www.amazon.com/Hypothesis-Testing-Intuitive-Making-Decisions/dp/173543115X/ref=sr_1_51?keywords=data+analysis&qid=1671164651&sr=8-51,NaN
"R for Data Science: Import, Tidy, Transform, Visualize, and Model Data",Garrett Grolemund and Hadley Wickham,"O'Reilly Media, 1st edition",2017-01-31,518.0,42.49,English,NaN,https://www.amazon.com/Data-Science-Transform-Visualize-Model/dp/1491910399/ref=sr_1_49?keywords=data+analysis&qid=1671164651&sr=8-49,NaN
Practical Time Series Analysis: Prediction with Statistics and Machine Learning,Aileen Nielsen,"O'Reilly Media, 1st edition",2019-11-05,504.0,51.99,English,NaN,https://www.amazon.com/Practical-Time-Analysis-Prediction-Statistics/dp/1492041653/ref=sr_1_50?keywords=data+analysis&qid=1671164651&sr=8-50,NaN
Time Series forecasting in Python,Marco Peixeiro,Manning,2022-10-04,456.0,59.99,English,NaN,https://www.amazon.com/Time-Forecasting-Python-Marco-Peixeiro/dp/161729988X/ref=sr_1_48?keywords=data+analysis&qid=1671164651&sr=8-48,NaN
"Ace the Data Science Interview: 201 Real Interview Questions Asked By FAANG, Tech Startups, & Wall Street",Nick Singh and Kevin Huo,Ace the Data Science Interview,2021-08-16,301.0,38.39,English,978-0578973838,https://www.amazon.com/Ace-Data-Science-Interview-Questions/dp/0578973839/ref=sr_1_46?keywords=data+analysis&qid=1671164651&sr=8-46,NaN
Storytelling with Data: Let's Practice!,Cole Nussbaumer Knaflic,"Wiley, 1st edition",2019-10-22,448.0,24.49,English,978-1119621492,https://www.amazon.com/Storytelling-Data-Cole-Nussbaumer-Knaflic/dp/1119621496/ref=sr_1_47?keywords=data+analysis&qid=1671164651&sr=8-47,NaN
Thinking Clearly with Data: A Guide to Quantitative Reasoning and Analysis,Ethan Bueno de Mesquita and Anthony Fowler,Princeton University Press,2021-11-16,400.0,28.49,English,NaN,https://www.amazon.com/Thinking-Clearly-Data-Quantitative-Reasoning/dp/0691214352/ref=sr_1_45?keywords=data+analysis&qid=1671164651&sr=8-45,NaN
The Data Detective: Ten Easy Rules to Make Sense of Statistics,Tim Harford and Penguin Audio,NaN,NaN,NaN,NaN,NaN,NaN,https://www.amazon.com/Data-Detective-Rules-Sense-Statistics/dp/B089B5VXQ7/ref=sr_1_44?keywords=data+analysis&qid=1671164651&sr=8-44,NaN
Storytelling with Data: A Data Visualization Guide for Business Professionals,Cole Nussbaumer Knaflic,"Wiley, 1st edition",2015-11-02,288.0,35.17,English,NaN,https://www.amazon.com/Storytelling-Data-Visualization-Business-Professionals/dp/1119002257/ref=sr_1_43?keywords=data+analysis&qid=1671164651&sr=8-43,NaN
"Essential Math for Data Science: Take Control of Your Data with Fundamental Linear Algebra, Probability, and Statistics",Thomas Nield,"O'Reilly Media, 1st edition",2022-07-05,347.0,43.49,English,978-1098102937,https://www.amazon.com/Essential-Math-Data-Science-Fundamental/dp/1098102932/ref=sr_1_42?keywords=data+analysis&qid=1671164651&sr=8-42,NaN
Introduction to Statistics: An Intuitive Guide for Analyzing Data and Unlocking Discoveries,Jim Frost,Statistics By Jim Publishing,2020-08-13,255.0,17.99,English,978-1735431109,https://www.amazon.com/Introduction-Statistics-Intuitive-Analyzing-Discoveries/dp/1735431109/ref=sr_1_40?keywords=data+analysis&qid=1671164651&sr=8-40,NaN
Data Analysis with Python and PySpark,Jonathan Rioux,Manning,2022-03-22,456.0,48.49,English,NaN,https://www.amazon.com/Analysis-Python-PySpark-Jonathan-Rioux/dp/1617297208/ref=sr_1_38?keywords=data+analysis&qid=1671164651&sr=8-38,NaN
SQL for Data Scientists: A Beginner's Guide for Building Datasets for Analysis,Renee M. P. Teate,"Wiley, 1st edition",2021-08-27,288.0,32.49,English,978-1119669364,https://www.amazon.com/SQL-Data-Scientists-Beginners-Building/dp/1119669367/ref=sr_1_39?keywords=data+analysis&qid=1671164651&sr=8-39,NaN
Statistics and Data Analysis: From Elementary to Intermediate,Ajit Tamhane and Dorothy Dunlop,"Pearson, 1st edition",1999-10-18,736.0,146.65,English,978-0137444267,https://www.amazon.com/Statistics-Data-Analysis-Elementary-Intermediate/dp/0137444265/ref=sr_1_41?keywords=data+analysis&qid=1671164651&sr=8-41,NaN
The Art of Data Analysis: Non-Technical Skills for Data Analysts,Alberto Scappini,Independently published,2020-08-17,305.0,15.05,English,978-1702688529,https://www.amazon.com/Art-Data-Analysis-Non-Technical-Analysts/dp/1702688526/ref=sr_1_36?keywords=data+analysis&qid=1671164651&sr=8-36,NaN
Microsoft Excel 2019 Data Analysis and Business Modeling (Business Skills),NaN,"Microsoft Press, 6th edition",2019-04-15,880.0,35.35,English,978-1509305889,https://www.amazon.com/Microsoft-Analysis-Business-Modeling-Skills/dp/1509305882/ref=sr_1_35?keywords=data+analysis&qid=1671164651&sr=8-35,NaN
"Introduction to Error Analysis: The Science of Measurements, Uncertainties, and Data Analysis",Jack Merrin,"CreateSpace Independent Publishing Platform, 1st edition",2017-08-29,112.0,19.99,English,978-1975906658,https://www.amazon.com/Introduction-Error-Analysis-Measurements-Uncertainties/dp/1975906659/ref=sr_1_34?keywords=data+analysis&qid=1671164651&sr=8-34,NaN
Introduction to Multivariate Data Analysis (Easy Statistics),NaN,anushabooks.com,2022-06-22,67.0,NaN,English,NaN,https://www.amazon.com/Introduction-Multivariate-Data-Analysis-Statistics-ebook/dp/B0B4W7743J/ref=sr_1_32?keywords=data+analysis&qid=1671164651&sr=8-32,NaN
"R Cookbook: Proven Recipes for Data Analysis, Statistics, and Graphics",JD Long and Paul Teetor,"O'Reilly Media, 2nd edition",2019-07-16,600.0,69.99,English,978-1492040682,https://www.amazon.com/Cookbook-Recipes-Analysis-Statistics-Graphics/dp/1492040681/ref=sr_1_33?keywords=data+analysis&qid=1671164651&sr=8-33,NaN
"Python for Geospatial Data Analysis: Theory, Tools, and Practice for Location Intelligence",Bonny McClain,"O'Reilly Media, 1st edition",2022-11-29,279.0,59.05,English,978-1098104795,https://www.amazon.com/Python-Geospatial-Data-Analysis-Intelligence/dp/109810479X/ref=sr_1_30?keywords=data+analysis&qid=1671164651&sr=8-30,NaN
Data Analysis using SQL and Excel,Gordon S. Linoff,"Wiley, 2nd edition",2015-12-14,800.0,35.05,English,978-1119021438,https://www.amazon.com/Data-Analysis-Using-SQL-Excel/dp/111902143X/ref=sr_1_31?keywords=data+analysis&qid=1671164651&sr=8-31,NaN
Optimization for Data Analysis,Stephen J. Wright and Benjamin Recht,"Cambridge University Press, New edition",2022-04-28,238.0,49.99,English,978-1316518984,https://www.amazon.com/Optimization-Data-Analysis-Stephen-Wright/dp/1316518981/ref=sr_1_25?keywords=data+analysis&qid=1671164651&sr=8-25,NaN
"Microsoft Power BI Quick Start Guide: Bring your data to life through data modeling, visualization, digital storytelling, and more, 2nd Edition","Devin Knight, Mitchell Pearson, et al.","Packt Publishing, 2nd ed. edition",2020-10-30,296.0,28.49,English,978-1800561571,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg2_1?ie=UTF8&adId=A086028025VJ5JI7P7CRD&qualifier=1671164775&id=251758586885247&widgetName=sp_mtf&url=%2FMicrosoft-Power-Quick-Start-Guide%2Fdp%2F1800561571%2Fref%3Dsr_1_84_sspa%3Fkeywords%3Ddata%2Banalysis%26qid%3D1671164775%26sr%3D8-84-spons%26psc%3D1,NaN
Mastering PyTorch: Build powerful neural network architectures using advanced PyTorch 1.x features,Ashish Ranjan Jha and Dr. Gopinath Pillai,Packt Publishing,2021-02-12,450.0,39.99,English,NaN,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg3_1?ie=UTF8&adId=A1028174PDVBVTK46CLH&qualifier=1671164784&id=6423934889239781&widgetName=sp_mtf&url=%2FMastering-PyTorch-powerful-architectures-advanced%2Fdp%2F1789614384%2Fref%3Dsr_1_131_sspa%3Fkeywords%3Ddata%2Banalysis%26qid%3D1671164784%26sr%3D8-131-spons%26psc%3D1,NaN
using Data to Focus Instructional Improvement,"Cheryl James-Ward, Douglas Fisher, et al.","ASCD, 1.7.2013 edition",2013-02-06,134.0,20.13,English,NaN,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg3_1?ie=UTF8&adId=A02248121JWMVB67ZSOM8&qualifier=1671164784&id=6423934889239781&widgetName=sp_mtf&url=%2FUsing-Data-Focus-Instructional-Improvement%2Fdp%2F1416614842%2Fref%3Dsr_1_129_sspa%3Fkeywords%3Ddata%2Banalysis%26qid%3D1671164784%26sr%3D8-129-spons%26psc%3D1,NaN
DATA ANALYTICS: Simple and Effective Tips and Tricks to Learn Data Analytics Effectively,NaN,Independently published,2020-08-24,167.0,21.22,English,979-8678745439,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg3_1?ie=UTF8&adId=A01283821OUMQMARYV9MZ&qualifier=1671164784&id=6423934889239781&widgetName=sp_mtf&url=%2FDATA-ANALYTICS-Effective-Analytics-Effectively%2Fdp%2FB08GLWB38K%2Fref%3Dsr_1_115_sspa%3Fkeywords%3Ddata%2Banalysis%26qid%3D1671164784%26sr%3D8-115-spons%26psc%3D1,NaN
"Azure Data Engineering Cookbook: Get well versed in various data engineering techniques in Azure using this recipe-based guide, 2nd Edition",Nagaraj Venkatesan and Ahmad Osama,"Packt Publishing, 2nd ed. edition",2022-09-26,608.0,49.99,English,978-1803246789,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg3_1?ie=UTF8&adId=A07114601UZKXP3BJE5GU&qualifier=1671164784&id=6423934889239781&widgetName=sp_mtf&url=%2FAzure-Data-Engineering-Cookbook-recipe-based%2Fdp%2F1803246782%2Fref%3Dsr_1_113_sspa%3Fkeywords%3Ddata%2Banalysis%26qid%3D1671164784%26sr%3D8-113-spons%26psc%3D1,NaN
Communicating with Data Visualisation: A Practical Guide,"Adam Frost, Tobias Sturt, et al.","SAGE Publications Ltd, 1st edition",2022-03-01,368.0,54.15,English,NaN,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg3_1?ie=UTF8&adId=A032473020M7GXRTGWJP&qualifier=1671164784&id=6423934889239781&widgetName=sp_mtf&url=%2FCommunicating-Data-Visualisation-Practical-Guide%2Fdp%2F152974377X%2Fref%3Dsr_1_114_sspa%3Fkeywords%3Ddata%2Banalysis%26qid%3D1671164784%26sr%3D8-114-spons%26psc%3D1,NaN
"Pandas 1.x Cookbook: Practical recipes for scientific computing, time series analysis, and exploratory data analysis using Python, 2nd Edition",Matt Harrison and Theodore Petrou,Packt Publishing,2020-02-27,626.0,39.99,English,978-1839213106,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg3_1?ie=UTF8&adId=A08228652ME0EIMAKHBE0&qualifier=1671164784&id=6423934889239781&widgetName=sp_atf_next&url=%2FPandas-1-x-Cookbook-scientific-exploratory%2Fdp%2F1839213108%2Fref%3Dsr_1_99_sspa%3Fkeywords%3Ddata%2Banalysis%26qid%3D1671164784%26sr%3D8-99-spons%26psc%3D1,NaN
The Data Vault Guru: a pragmatic guide on building a data vault,Mr Patrick Cuba,Independently published,2020-10-06,676.0,61.25,English,979-8691308086,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg3_1?ie=UTF8&adId=A006946510B1BL7R19HIT&qualifier=1671164784&id=6423934889239781&widgetName=sp_atf_next&url=%2FData-Vault-Guru-pragmatic-building%2Fdp%2FB08KJLJW9Q%2Fref%3Dsr_1_100_sspa%3Fkeywords%3Ddata%2Banalysis%26qid%3D1671164784%26sr%3D8-100-spons%26psc%3D1,NaN
Hands-On Network forensics: Investigate network attacks and find evidence using common network forensic tools,Nipun Jaswal,Packt Publishing,2019-03-30,358.0,40.84,English,978-1789344523,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg3_1?ie=UTF8&adId=A0542770H6YKYHIDZDNP&qualifier=1671164784&id=6423934889239781&widgetName=sp_atf_next&url=%2FHands-Network-Forensics-Investigate-evidences%2Fdp%2F1789344522%2Fref%3Dsr_1_97_sspa%3Fkeywords%3Ddata%2Banalysis%26qid%3D1671164784%26sr%3D8-97-spons%26psc%3D1,NaN
